# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
91.225.198.187;25;FOP Kukanov Vitaly Yurievich
91.226.152.116;32;Tele-Club Ltd.
91.226.222.124;42;Chitatehenergy JSC
91.227.151.4;53;Private Enterprise Enterra
91.228.21.10;28;CDFnet d.o.o.
91.228.59.220;17;Miratel Ltd
91.228.64.58;39;IT-Yaroslavl Ltd.
91.229.151.18;56;D-Cloud LLC
91.230.252.167;51;Technoelektroservis Ltd.
91.231.128.14;41;CJSC Kubanoptprodtorg
91.231.128.60;45;CJSC Kubanoptprodtorg
91.232.128.34;53;LTD Skorsonera
91.232.172.254;36;JSC Original
91.232.207.181;38;Kvartal Plus Ltd
91.235.147.200;22;SAT-DV LLC
91.235.177.138;44;X-communication Llp
91.237.178.2;51;OAO Trade House Russky Holod
91.238.24.34;38;Bezheckaya Internet Company ltd.
91.238.24.168;39;Bezheckaya Internet Company ltd.
91.238.181.247;19;Aixit GmbH
91.238.244.83;41;SITS Ltd
91.240.60.233;20;Nazhin Sepahan IT and data processing plc
91.243.167.56;26;Sari System Bandarabas Company
91.243.193.12;42;Fregat TV Ltd.
91.243.194.64;21;Fregat TV Ltd.
91.244.171.162;33;Atlas Telecom Ltd.
91.244.254.61;49;SkyNetwork Ltd.
91.244.254.66;28;SkyNetwork Ltd.
91.244.254.84;23;SkyNetwork Ltd.
91.245.40.142;16;JSC Telecommunications 21
91.245.60.5;35;Digital Technology Ltd.
91.246.85.214;36;JSC Transtelecom
91.246.89.50;48;JSC Transtelecom
92.19.159.111;21;TalkTalk
92.27.136.108;57;TalkTalk
92.38.195.211;52;LLC Digital Network
92.39.93.44;54;Aztelekom
92.42.77.62;20;Jonkoping Energi AB
92.43.187.15;29;MTS PJSC
92.43.187.30;44;MTS PJSC
92.44.3.90;52;Tellcom Iletisim Hizmetleri A.s.
92.44.99.49;25;Tellcom Iletisim Hizmetleri A.s.
92.45.18.234;33;Tellcom Iletisim Hizmetleri A.s.
92.45.104.10;56;Tellcom Iletisim Hizmetleri A.s.
92.46.44.38;26;JSC Kazakhtelecom
92.46.44.246;22;JSC Kazakhtelecom
92.46.71.94;54;JSC Kazakhtelecom
92.46.108.218;39;JSC Kazakhtelecom
92.46.219.62;35;JSC Kazakhtelecom
92.47.100.195;46;JSC Kazakhtelecom
92.47.248.43;15;JSC Kazakhtelecom
92.50.129.174;32;JSC Ufanet
92.50.133.22;18;JSC Ufanet
92.50.140.246;37;JSC Ufanet
92.50.142.70;28;JSC Ufanet
92.50.143.166;58;JSC Ufanet
92.50.181.94;52;JSC Ufanet
92.50.183.59;49;JSC Ufanet
92.51.72.10;59;Delta Comm LLC
92.51.75.246;50;Delta Comm LLC
92.51.78.242;35;Delta Comm LLC
92.51.101.162;55;Delta Comm LLC
92.55.171.57;28;Kar-Tel LLC
92.64.152.170;54;KPN B.V.
92.100.62.126;40;Rostelecom
92.100.62.229;43;Rostelecom
92.114.106.255;44;Oscar Downstream SRL
92.115.31.73;19;Moldtelecom SA
92.115.254.239;39;Moldtelecom SA
92.118.92.192;16;Ugryumov Roman Yurievich
92.118.94.80;48;Ugryumov Roman Yurievich
92.124.133.232;42;Rostelecom
92.124.136.90;37;Rostelecom
92.124.140.210;46;Rostelecom
92.124.141.112;41;Rostelecom
92.124.155.2;24;Rostelecom
92.124.156.42;30;Rostelecom
92.126.144.42;35;Rostelecom
92.126.197.132;35;Rostelecom
92.126.199.159;22;Rostelecom
92.126.201.89;39;Rostelecom
92.126.241.162;49;Rostelecom
92.126.255.126;49;Rostelecom
92.154.51.236;15;Orange
92.154.67.117;19;Orange
92.154.95.236;59;Orange
92.180.48.90;46;Orange Romania S.A.
92.180.49.134;32;Orange Romania S.A.
92.184.112.179;25;Orange
92.207.216.249;34;Gamma Telecom Holdings Ltd
92.221.136.74;30;Altibox AS
92.223.89.55;20;G-Core Labs S.A.
92.241.1.145;54;JSC Svyazinform
92.241.78.2;19;JSC Silknet
92.241.78.114;35;JSC Silknet
92.241.87.70;49;JSC Silknet
92.241.92.226;25;JSC Silknet
92.241.100.126;42;Smoltelecom Ltd
92.242.122.250;44;LLC fticom
92.242.126.162;44;LLC fticom
92.242.207.73;28;Respina Networks & Beyond PJSC
92.244.225.93;52;Ic-voronezh
92.244.239.140;55;Ic-voronezh
92.244.239.154;52;Ic-voronezh
92.245.58.75;15;PJSC Bashinformsvyaz
92.245.173.78;42;Tecnotel Servizi Tecnologici srl
92.252.242.18;58;Rostelecom
92.252.243.80;44;Rostelecom
92.253.123.205;45;Jordan Data Communications Company LLC
93.33.199.209;31;Fastweb
93.33.255.127;44;Fastweb
93.34.28.18;26;Fastweb
93.34.28.28;21;Fastweb
93.34.33.94;54;Fastweb
93.37.239.39;42;Fastweb
93.39.83.37;54;Fastweb
93.39.97.203;36;Fastweb
93.39.177.85;46;Fastweb
93.39.208.246;18;Fastweb
93.39.244.45;15;Fastweb
93.40.4.238;16;Fastweb
93.47.119.6;27;Fastweb
93.51.138.41;45;Fastweb
93.51.172.235;50;Fastweb
93.51.193.114;29;Fastweb
93.54.98.165;26;Fastweb
93.55.193.176;25;Fastweb
93.56.219.200;36;Fastweb
93.63.115.100;51;Fastweb
93.63.115.125;52;Fastweb
93.70.133.196;55;Vodafone Italia S.p.A.
93.71.9.21;24;Vodafone Italia S.p.A.
93.81.43.164;23;PVimpelCom
93.84.84.159;18;Republican Unitary Telecommunication Enterprise Beltelecom
93.84.100.30;25;Republican Unitary Telecommunication Enterprise Beltelecom
93.84.105.22;51;Republican Unitary Telecommunication Enterprise Beltelecom
93.84.105.51;43;Republican Unitary Telecommunication Enterprise Beltelecom
93.85.95.84;38;Republican Unitary Telecommunication Enterprise Beltelecom
93.86.102.163;25;TELEKOM SRBIJA a.d.
93.86.171.183;55;TELEKOM SRBIJA a.d.
93.88.88.44;27;TransEuroCom LLC
93.88.140.146;50;LLC Real-net
93.88.143.101;58;LLC Real-net
93.89.141.1;21;Infinity Developments Limited
93.89.186.110;25;Digit One LLC
93.92.200.182;18;Saint-Petersburg Computer Networks Ltd.
93.94.216.17;49;MTS Armenia CJSC
93.94.219.91;53;MTS Armenia CJSC
93.95.191.211;29;Content Delivery Network Ltd
93.107.97.213;44;Vodafone Ireland Limited
93.112.38.239;30;Saudi Telecom Company JSC
93.118.97.237;45;Iran Telecommunication Company PJS
93.118.115.239;38;Iran Telecommunication Company PJS
93.120.232.211;38;Rostelecom
93.120.243.146;29;Rostelecom
93.149.74.186;22;Vodafone Italia S.p.A.
93.153.198.178;40;PJSC MegaFon
93.157.21.85;24;Mikroel Ltd
93.158.228.88;56;Yarnet Ltd
93.170.103.252;54;YouNet Ltd.
93.171.66.70;18;BTcom Infocommunications Ltd.
93.174.77.162;50;Trunk Mobile, Inc
93.174.95.106;58;IP Volume inc
93.178.104.86;22;Rostelecom
93.178.104.226;35;Rostelecom
93.178.107.25;56;Rostelecom
93.182.23.94;25;Limited Liability Company Kvidex-Telecom
93.182.24.146;16;Limited Liability Company Kvidex-Telecom
93.182.75.54;49;Netonline Bilisim Sirketi LTD
93.185.67.74;57;Jusan Mobile JSC
93.185.69.44;53;Jusan Mobile JSC
93.185.74.131;37;Jusan Mobile JSC
93.188.204.212;16;Malnet LTD.
93.190.204.245;27;CityLink Ltd
93.190.231.83;49;Smart Telecom Limited
93.190.241.207;22;NLS Kazakhstan LLC
93.190.241.212;53;NLS Kazakhstan LLC
94.20.48.57;54;Delta Telecom Ltd
94.25.174.91;20;PJSC MegaFon
94.27.36.70;36;Kyivstar PJSC
94.27.36.106;42;Kyivstar PJSC
94.29.124.22;29;PJSC Moscow city telephone network
94.29.124.36;46;PJSC Moscow city telephone network
94.29.124.41;43;PJSC Moscow city telephone network
94.29.124.43;36;PJSC Moscow city telephone network
94.29.124.64;24;PJSC Moscow city telephone network
94.29.124.86;45;PJSC Moscow city telephone network
94.29.124.136;51;PJSC Moscow city telephone network
94.29.124.140;35;PJSC Moscow city telephone network
94.29.124.153;43;PJSC Moscow city telephone network
94.29.124.167;27;PJSC Moscow city telephone network
94.29.124.196;35;PJSC Moscow city telephone network
94.29.124.203;28;PJSC Moscow city telephone network
94.29.124.206;20;PJSC Moscow city telephone network
94.29.124.207;40;PJSC Moscow city telephone network
94.29.126.71;50;PJSC Moscow city telephone network
94.29.126.90;27;PJSC Moscow city telephone network
94.29.126.97;33;PJSC Moscow city telephone network
94.29.126.153;28;PJSC Moscow city telephone network
94.29.126.217;22;PJSC Moscow city telephone network
94.29.126.228;18;PJSC Moscow city telephone network
94.29.126.247;30;PJSC Moscow city telephone network
94.43.61.230;34;JSC Silknet
94.51.105.158;54;Rostelecom
94.54.130.206;41;Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.
94.54.136.191;38;Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.
94.56.14.234;44;Emirates Telecommunications Corporation
94.61.227.19;33;Vodafone Portugal - Communicacoes Pessoais S.A.
94.72.52.14;58;MTS PJSC
94.72.61.162;23;MTS PJSC
94.74.88.143;21;HUAWEI CLOUDS
94.74.150.136;41;Farahoosh Dena PLC
94.74.175.34;31;Farahoosh Dena PLC
94.75.103.54;56;Liberty Global B.V.
94.77.194.174;22;Etihad Atheeb Telecom Company
94.79.4.5;38;OJSC Comcor
94.79.4.14;45;OJSC Comcor
94.79.4.18;27;OJSC Comcor
94.79.7.12;34;OJSC Comcor
94.79.7.21;41;OJSC Comcor
94.79.7.24;17;OJSC Comcor
94.79.7.28;39;OJSC Comcor
94.79.7.31;47;OJSC Comcor
94.79.7.48;42;OJSC Comcor
94.79.7.51;43;OJSC Comcor
94.79.7.54;51;OJSC Comcor
94.79.7.58;44;OJSC Comcor
94.79.7.64;45;OJSC Comcor
94.79.7.65;52;OJSC Comcor
94.79.7.77;17;OJSC Comcor
94.79.7.84;15;OJSC Comcor
94.79.7.90;20;OJSC Comcor
94.79.7.98;46;OJSC Comcor
94.79.7.101;45;OJSC Comcor
94.79.7.110;21;OJSC Comcor
94.79.7.129;43;OJSC Comcor
94.79.7.131;45;OJSC Comcor
94.79.7.136;37;OJSC Comcor
94.79.7.141;44;OJSC Comcor
94.79.7.147;34;OJSC Comcor
94.79.7.149;16;OJSC Comcor
94.79.7.150;23;OJSC Comcor
94.79.123.60;19;Kibris Mobile Telekomunikasyon Ltd.
94.81.161.194;55;Telecom Italia
94.85.241.161;33;Telecom Italia
94.85.249.225;43;Telecom Italia
94.102.49.193;51;IP Volume inc
94.102.61.2;25;IP Volume inc
94.102.61.4;26;IP Volume inc
94.102.61.20;41;IP Volume inc
94.102.61.21;30;IP Volume inc
94.102.61.22;36;IP Volume inc
94.102.61.23;37;IP Volume inc
94.102.61.24;35;IP Volume inc
94.102.61.25;37;IP Volume inc
94.102.61.26;34;IP Volume inc
94.102.61.27;34;IP Volume inc
94.102.61.28;30;IP Volume inc
94.102.61.38;35;IP Volume inc
94.102.61.39;32;IP Volume inc
94.102.61.40;32;IP Volume inc
94.102.61.41;20;IP Volume inc
94.102.61.42;17;IP Volume inc
94.102.61.44;33;IP Volume inc
94.102.61.45;37;IP Volume inc
94.102.61.46;30;IP Volume inc
94.102.61.47;21;IP Volume inc
94.102.61.48;27;IP Volume inc
94.102.61.53;32;IP Volume inc
94.102.61.54;24;IP Volume inc
94.102.61.83;28;IP Volume inc
94.107.202.66;22;Orange Belgium SA
94.107.229.29;31;Orange Belgium SA
94.111.52.125;49;Orange Belgium SA
94.119.32.1;48;
94.119.32.2;45;
94.119.32.3;56;
94.119.32.4;45;
94.119.32.6;52;
94.119.32.7;58;
94.119.32.8;20;
94.119.32.12;57;
94.119.32.37;16;
94.124.165.45;30;
94.126.11.250;37;WIFIWEB s.r.l.
94.128.23.233;18;Kuwait Telecommunication Company (Under Association)
94.128.23.234;34;Kuwait Telecommunication Company (Under Association)
94.137.23.62;53;Omskie kabelnye seti Ltd.
94.140.45.66;26;GlobalConnect AB
94.140.46.162;18;GlobalConnect AB
94.141.78.134;28;ist Telekom LLC
94.141.110.238;59;OOO MediaSeti
94.141.235.98;35;JSC Transtelecom
94.143.241.21;41;Limited Company Svyazservice
94.153.133.190;20;Kyivstar PJSC
94.153.163.158;58;Kyivstar PJSC
94.153.195.126;53;Kyivstar PJSC
94.153.203.74;15;Kyivstar PJSC
94.153.208.130;35;Kyivstar PJSC
94.153.208.190;56;Kyivstar PJSC
94.153.210.14;35;Kyivstar PJSC
94.153.210.190;52;Kyivstar PJSC
94.156.64.73;53;Terasyst Ltd
94.156.64.74;52;Terasyst Ltd
94.156.64.76;45;Terasyst Ltd
94.156.64.78;55;Terasyst Ltd
94.156.66.216;21;Terasyst Ltd
94.156.69.140;23;Terasyst Ltd
94.156.71.13;50;Terasyst Ltd
94.156.71.14;54;Terasyst Ltd
94.156.71.15;56;Terasyst Ltd
94.156.71.16;35;Terasyst Ltd
94.156.71.17;50;Terasyst Ltd
94.156.71.33;54;Terasyst Ltd
94.156.71.35;48;Terasyst Ltd
94.156.71.36;53;Terasyst Ltd
94.156.71.54;52;Terasyst Ltd
94.156.71.55;53;Terasyst Ltd
94.156.71.56;49;Terasyst Ltd
94.156.71.57;56;Terasyst Ltd
94.156.71.58;55;Terasyst Ltd
94.158.153.135;50;Comfo LTD
94.159.9.174;21;NetCom-R LLC
94.159.44.234;50;NetCom-R LLC
94.159.51.130;44;NetCom-R LLC
94.159.120.54;52;NetCom-R LLC
94.176.196.114;18;Ukrcom Ltd
94.179.104.18;45;PJSC Ukrtelecom
94.179.128.228;34;PJSC Ukrtelecom
94.179.153.90;55;PJSC Ukrtelecom
94.182.49.90;58;Aria Shatel Company Ltd
94.187.170.250;16;Wireless Mobile Data Company
94.187.170.251;34;Wireless Mobile Data Company
94.187.171.126;54;Wireless Mobile Data Company
94.190.8.197;25;INTERRA telecommunications group, Ltd.
94.190.19.11;58;INTERRA telecommunications group, Ltd.
94.190.31.168;49;INTERRA telecommunications group, Ltd.
94.190.39.42;23;INTERRA telecommunications group, Ltd.
94.190.54.83;18;INTERRA telecommunications group, Ltd.
94.190.69.169;45;INTERRA telecommunications group, Ltd.
94.190.69.176;31;INTERRA telecommunications group, Ltd.
94.190.97.123;45;INTERRA telecommunications group, Ltd.
94.190.231.26;30;HKT Limited
94.198.197.11;32;Ao Transtelecom
94.199.16.146;21;LLC Babilon-T
94.205.245.130;44;Emirates Integrated Telecommunications Company PJSC
94.228.195.11;17;Uniontel Ltd
94.230.131.82;48;Joint stock company For
94.230.131.151;48;Joint stock company For
94.230.132.6;35;Joint stock company For
94.230.137.191;35;Joint stock company For
94.230.174.44;47;Antares LLC
94.230.254.43;49;Joint Stock Company Tyvasviazinform
94.232.41.30;15;IP Oleinichenko Denis
94.232.42.99;58;IP Oleinichenko Denis
94.232.45.94;38;Belcloud LTD
94.232.46.247;59;Belcloud LTD
94.232.185.242;48;Joint Stock Company MTU Kristall
94.233.26.154;28;Rostelecom
94.233.28.142;18;Rostelecom
94.233.32.178;24;Rostelecom
94.233.38.110;32;Rostelecom
94.233.51.244;58;Rostelecom
94.233.55.106;19;Rostelecom
94.233.74.238;19;Rostelecom
94.233.85.238;29;Rostelecom
94.233.234.21;34;Rostelecom
94.233.234.31;29;Rostelecom
94.242.150.239;15;38, Teatralnaya st.
94.242.151.3;17;38, Teatralnaya st.
94.243.140.90;55;Capital Telecom Limited Company
94.245.149.166;26;Rostelecom
94.249.113.130;50;Jordan Data Communications Company LLC
94.251.19.114;36;Joint Stock Company TransTeleCom
94.255.27.58;43;Rostelecom
95.0.18.226;43;Turk Telekom
95.0.18.228;55;Turk Telekom
95.0.22.162;59;Turk Telekom
95.0.28.42;45;Turk Telekom
95.0.38.161;45;Turk Telekom
95.0.94.166;55;Turk Telekom
95.0.165.86;17;Turk Telekom
95.0.235.75;54;Turk Telekom
95.0.235.77;59;Turk Telekom
95.0.235.78;33;Turk Telekom
95.0.235.124;50;Turk Telekom
95.3.22.150;34;Turk Telekom
95.7.199.35;25;Turk Telekom
95.9.113.73;52;Turk Telekom
95.9.130.70;24;Turk Telekom
95.9.133.91;33;Turk Telekom
95.9.149.16;26;Turk Telekom
95.9.158.94;50;Turk Telekom
95.9.161.2;53;Turk Telekom
95.9.176.38;39;Turk Telekom
95.9.184.71;19;Turk Telekom
95.9.191.103;43;Turk Telekom
95.9.191.139;55;Turk Telekom
95.10.35.173;17;Turk Telekom
95.24.14.255;23;PVimpelCom
95.25.136.36;18;PVimpelCom
95.25.143.232;15;PVimpelCom
95.26.101.231;30;PVimpelCom
95.37.25.219;26;Rostelecom
95.37.114.148;21;Rostelecom
95.37.204.194;27;Rostelecom
95.38.48.168;25;Fanava Group
95.38.49.102;49;Fanava Group
95.38.76.177;29;Fanava Group
95.53.245.146;34;Rostelecom
95.56.166.242;54;JSC Kazakhtelecom
95.58.4.66;43;JSC Kazakhtelecom
95.59.81.229;37;JSC Kazakhtelecom
95.64.211.14;36;MTS PJSC
95.64.228.178;43;MTS PJSC
95.66.141.18;28;Limited Liability Company VLADINFO
95.66.153.238;30;Limited Liability Company VLADINFO
95.66.162.203;54;Limited Liability Company VLADINFO
95.67.40.135;34;Cosmonova LLC
95.67.111.210;23;Cosmonova LLC
95.68.226.130;51;Rostelecom
95.68.240.66;34;Rostelecom
95.68.244.151;28;Rostelecom
95.70.198.230;55;TurkNet Iletisim Hizmetleri A.S.
95.70.201.52;33;TurkNet Iletisim Hizmetleri A.S.
95.70.252.52;45;TurkNet Iletisim Hizmetleri A.S.
95.80.74.110;36;Quantum CJSC
95.83.43.136;15;Rostelecom
95.86.208.193;43;Rostelecom
95.91.224.113;15;Vodafone GmbH
95.104.113.118;34;Magticom Ltd.
95.105.118.86;34;JSC Ufanet
95.105.127.184;56;JSC Ufanet
95.107.0.206;44;Rostelecom
95.107.1.209;50;Rostelecom
95.107.4.107;45;Rostelecom
95.107.5.215;22;Rostelecom
95.107.7.103;43;Rostelecom
95.107.54.182;45;Rostelecom
95.107.54.216;51;Rostelecom
95.131.9.90;32;MTS PJSC
95.132.126.179;24;PJSC Ukrtelecom
95.133.114.1;40;PJSC Ukrtelecom
95.135.57.206;34;PJSC Ukrtelecom
95.137.251.123;44;System Net Ltd
95.140.19.34;35;Sputnik Ltd
95.140.20.59;30;Sputnik Ltd
95.141.130.77;43;Jusan Mobile JSC
95.141.131.162;46;Jusan Mobile JSC
95.141.135.34;38;Jusan Mobile JSC
95.141.135.210;15;Jusan Mobile JSC
95.141.140.102;38;Jusan Mobile JSC
95.141.142.114;47;Jusan Mobile JSC
95.142.177.43;15;TWT S.p.A.
95.154.73.92;50;Octopusnet LTD
95.154.82.252;33;Octopusnet LTD
95.154.198.202;19;Iomart Cloud Services Limited
95.155.2.122;33;Crnogorski Telekom a.d.Podgorica
95.156.54.39;28;Makedonski Telekom AD-Skopje
95.156.89.14;32;Rostelecom
95.156.90.234;51;Rostelecom
95.156.97.6;40;Rostelecom
95.156.102.158;37;Rostelecom
95.156.104.18;37;Rostelecom
95.156.107.138;40;Rostelecom
95.156.110.230;40;Rostelecom
95.156.116.194;52;Rostelecom
95.161.195.178;46;OBIT Ltd.
95.161.218.86;44;OBIT Ltd.
95.161.219.178;36;OBIT Ltd.
95.161.229.250;35;OBIT Ltd.
95.161.233.62;46;OBIT Ltd.
95.165.226.98;26;PJSC Moscow city telephone network
95.165.229.206;21;PJSC Moscow city telephone network
95.167.9.162;20;Rostelecom
95.167.109.26;47;Rostelecom
95.167.143.178;53;Rostelecom
95.167.151.67;25;Rostelecom
95.167.161.19;51;Rostelecom
95.167.220.241;56;Rostelecom
95.167.247.2;45;Rostelecom
95.170.95.123;28;Signet B.V.
95.171.14.44;30;Universum bit Ltd.
95.174.98.68;52;Mikhail Mayorov
95.174.102.93;23;Mikhail Mayorov
95.174.109.110;45;Mikhail Mayorov
95.174.111.233;33;Mikhail Mayorov
95.174.125.16;17;Mikhail Mayorov
95.174.125.31;39;Mikhail Mayorov
95.181.2.252;23;E-Light-Telecom Ltd.
95.181.3.149;28;E-Light-Telecom Ltd.
95.181.3.199;17;E-Light-Telecom Ltd.
95.188.64.33;18;Rostelecom
95.188.68.213;52;Rostelecom
95.188.74.70;26;Rostelecom
95.188.77.140;43;Rostelecom
95.188.78.182;21;Rostelecom
95.188.79.132;40;Rostelecom
95.188.83.133;18;Rostelecom
95.188.84.107;23;Rostelecom
95.188.91.177;49;Rostelecom
95.188.96.112;50;Rostelecom
95.189.97.114;46;Rostelecom
95.189.100.224;52;Rostelecom
95.189.104.78;41;Rostelecom
95.189.110.50;40;Rostelecom
95.191.30.158;28;Rostelecom
95.191.130.19;58;Rostelecom
95.214.27.12;20;SPRINTLINK
95.214.53.99;31;Meverywhere sp. z o.o.
95.214.53.103;59;Meverywhere sp. z o.o.
95.215.156.236;51;Joint Ukrainian American Enterprise Telecommunications Resource Center ltd
95.220.90.62;43;Net By Net Holding LLC
95.225.188.232;52;Telecom Italia
95.229.131.106;16;Telecom Italia
95.240.202.174;37;Telecom Italia
96.8.2.65;55;HOTWIRE-COMMUNICATIONS
96.30.65.235;20;Symphony Communication Thailand PCL.
96.30.70.42;26;Symphony Communication Thailand PCL.
96.30.72.189;30;Symphony Communication Thailand PCL.
96.30.79.78;51;Symphony Communication Thailand PCL.
96.36.106.114;59;CHARTER-20115
96.127.160.234;24;SINGLEHOP-LLC
96.246.234.106;31;UUNET
98.17.50.218;51;WINDSTREAM
98.20.65.172;42;WINDSTREAM
98.20.107.106;44;WINDSTREAM
98.21.47.174;28;WINDSTREAM
98.26.114.88;50;TWC-11426-CAROLINAS
98.96.193.4;49;
98.96.193.11;49;
98.101.100.92;56;TWC-11426-CAROLINAS
98.109.113.178;29;UUNET
98.110.45.234;31;UUNET
98.159.37.36;23;
98.172.67.174;47;ASN-CXA-ALL-CCI-22773-RDC
98.174.85.167;34;ASN-CXA-ALL-CCI-22773-RDC
99.209.49.158;35;ROGERS-COMMUNICATIONS
100.4.180.56;39;UUNET
100.38.216.38;37;UUNET
100.42.49.167;53;UNIFIEDLAYER-AS-1
101.32.116.25;27;Tencent Building, Kejizhongyi Avenue
101.32.126.66;27;Tencent Building, Kejizhongyi Avenue
101.36.111.141;15;UCLOUD INFORMATION TECHNOLOGY HK LIMITED
101.36.114.198;24;UCLOUD INFORMATION TECHNOLOGY HK LIMITED
101.36.119.146;21;UCLOUD INFORMATION TECHNOLOGY HK LIMITED
101.36.127.85;35;UCLOUD INFORMATION TECHNOLOGY HK LIMITED
101.43.174.224;25;Shenzhen Tencent Computer Systems Company Limited
101.51.149.54;17;TOT Public Company Limited
101.53.36.68;56;Netnam Company
101.53.42.194;56;Netnam Company
101.53.234.108;24;Cyber Internet Services Pvt Ltd.
101.53.249.33;33;Cyber Internet Services Pvt Ltd.
101.56.4.172;29;Sky Italia srl
101.78.10.122;31;ETL Company Limited
101.78.12.94;27;ETL Company Limited
101.78.169.56;53;HKBN Enterprise Solutions HK Limited
101.80.224.162;32;China Telecom Group
101.88.166.108;32;China Telecom Group
101.95.101.118;18;China Telecom Group
101.95.151.206;58;China Telecom Group
101.96.68.38;26;Netnam Company
101.96.120.177;47;Netnam Company
101.96.121.145;49;Netnam Company
101.96.122.153;15;Netnam Company
101.99.13.116;47;CMC Telecom Infrastructure Company
101.99.23.27;43;CMC Telecom Infrastructure Company
101.99.23.212;54;CMC Telecom Infrastructure Company
101.108.87.147;52;TOT Public Company Limited
101.108.92.124;31;TOT Public Company Limited
101.109.176.215;27;TOT Public Company Limited
101.109.176.227;17;TOT Public Company Limited
101.109.242.2;33;TOT Public Company Limited
101.109.252.68;21;TOT Public Company Limited
101.109.255.239;31;TOT Public Company Limited
101.127.252.170;58;StarHub Ltd
101.187.72.140;56;Telstra Corporation Ltd
101.255.20.9;19;PT Remala Abadi
101.255.20.162;25;PT Remala Abadi
101.255.32.42;48;PT Remala Abadi
101.255.157.202;44;PT Remala Abadi
101.255.157.214;23;PT Remala Abadi
101.255.157.250;22;PT Remala Abadi
101.255.159.4;47;PT Remala Abadi
101.255.163.234;54;PT Remala Abadi
102.22.232.192;39;HORIZON-IT-SOLUTIONS-LTD
102.33.6.218;28;METROFIBRE-NETWORX
102.33.36.190;19;METROFIBRE-NETWORX
102.36.176.234;45;PDS-NETWORKS
102.64.66.130;29;Net-Solutions
102.64.66.242;48;Net-Solutions
102.66.133.254;34;Hero-Telecoms
102.66.176.253;49;Hero-Telecoms
102.66.177.208;43;Hero-Telecoms
102.66.188.232;57;Hero-Telecoms
102.66.188.239;41;Hero-Telecoms
102.68.135.97;33;General Post and Telecommunication Company
102.68.172.14;45;Sombha-Solutions
102.88.62.174;17;
102.89.32.114;15;MTN NIGERIA Communication limited
102.90.43.142;15;
102.90.57.23;15;
102.90.57.160;36;
102.90.58.236;15;
102.129.232.53;45;SPRINTLINK
102.130.224.82;43;MAINONE
102.131.21.11;34;AXNET
102.131.60.136;22;Village-Operator-AS
102.134.121.35;31;WA11-AS
102.141.19.154;48;GVA-Canalbox
102.182.36.136;45;Afrihost
102.214.92.97;38;
102.215.52.10;37;
102.217.157.202;26;
102.220.12.246;15;
102.220.14.174;42;
102.220.14.235;35;
102.220.114.50;55;BPL-AS
102.222.51.128;49;JENNY-INTERNET
102.222.116.42;48;Tecpoint-Global-Solutions
103.38.203.165;50;Countrylink Communiction Pvt Ltd
103.130.205.227;32;Sky Data Labs
103.106.194.54;52;Elyzium Technologies Pvt. Ltd.
103.119.146.171;45;PT Bali Towerindo Sentra, Tbk
103.5.18.102;44;CityOnline Services Ltd
103.139.157.86;31;Seans Media Pvt Ltd
103.91.76.18;32;Dstech Cyberspace Pvt Ltd
103.165.222.187;36;PT iForte Global Internet
